english,transliteration,arabic,source
house,bayt,بيت,vocabulary_from_around_the_house
building,mabna,مبنى,vocabulary_from_around_the_house
buildings,mabaani',مبانئ,vocabulary_from_around_the_house
apartment building,3imaara,عمارة,vocabulary_from_around_the_house
apartment buildings,3imaaraat,عمارات,vocabulary_from_around_the_house
floor ,Taabiq,طابق,vocabulary_from_around_the_house
floor s,Tawaabiq,طوابق,vocabulary_from_around_the_house
courtyard,baaHa,باحة,vocabulary_from_around_the_house
courtyards,aHwaaš,أحواش,vocabulary_from_around_the_house
gate,bawwaaba,بوّابة,vocabulary_from_around_the_house
gates,bawwaabaat,بوّابات,vocabulary_from_around_the_house
door,baab,باب,vocabulary_from_around_the_house
doors,abwaab,أبواب,vocabulary_from_around_the_house
key,miftaaH,مفتاح,vocabulary_from_around_the_house
keys,mafaatiiH,مفاتيح,vocabulary_from_around_the_house
wall ,jidaar,جدار,vocabulary_from_around_the_house
wall s,judur,جدر,vocabulary_from_around_the_house
ceiling,saqf,سقف,vocabulary_from_around_the_house
ceilings,suquuf,سقوف,vocabulary_from_around_the_house
floor,arDiyya,أرضية,vocabulary_from_around_the_house
floors,arDiyyaat,أرضيات,vocabulary_from_around_the_house
roof,saTH,سطح,vocabulary_from_around_the_house
roofs,suTuuH,سطوح,vocabulary_from_around_the_house
electricity,kahrabaa',كهرباء,vocabulary_from_around_the_house
pipe,maasuura,ماسورة,vocabulary_from_around_the_house
pipes,mawaasiir,مواسير,vocabulary_from_around_the_house
valve,miHbas,محبس,vocabulary_from_around_the_house
electrical outlet,maxraj kahrabaa',مخرج كهرباء,vocabulary_from_around_the_house
electrical outlets,fiišaat,فيشات,vocabulary_from_around_the_house
electrical plug,qaabis,قابس,vocabulary_from_around_the_house
electrical plugs,ikbaas,اكباس,vocabulary_from_around_the_house
cord,silk,سلك,vocabulary_from_around_the_house
cords,aslaak,أسلاك,vocabulary_from_around_the_house
elevator,miS3ad,مصعد,vocabulary_from_around_the_house
elevators,aSanSeiraat,اصنصيرات,vocabulary_from_around_the_house
stairs,salaalim,سلالم,vocabulary_from_around_the_house
balcony,šurfa,شرفة,vocabulary_from_around_the_house
balconies,šuraf,شرف,vocabulary_from_around_the_house
neighbor,jaar,جار,vocabulary_from_around_the_house
neighbors,jiiraan,جيران,vocabulary_from_around_the_house
rent or lease,iijaar,ايجار,vocabulary_from_around_the_house
vacant,faariġ,فارغ,vocabulary_from_around_the_house
furnished,mafruuš,مفروش,vocabulary_from_around_the_house
room,ġurfa,غرفة,vocabulary_from_around_the_house
rooms,ġuraf,غرف,vocabulary_from_around_the_house
hall,mamarr,ممرّ,vocabulary_from_around_the_house
halls,mamarraat,ممرّات,vocabulary_from_around_the_house
living room,ġurfat juluus,غرفة جلوس,vocabulary_from_around_the_house
living rooms,Saloonaat,صلونات,vocabulary_from_around_the_house
furniture,ataat,أثاث,vocabulary_from_around_the_house
upholstery,tanjiid,تنجيد,vocabulary_from_around_the_house
chair,kursi,كرسي,vocabulary_from_around_the_house
chairs,karaasi,كراسي,vocabulary_from_around_the_house
armchair,foteyy,فتيّ,vocabulary_from_around_the_house
armchairs,foteyyaat,فتيّات,vocabulary_from_around_the_house
sofa,ariika,اريكة,vocabulary_from_around_the_house
sofas,araa'ik,ارائك,vocabulary_from_around_the_house
table,Taawula,طاولة,vocabulary_from_around_the_house
tables,Taawulaat,طاولات,vocabulary_from_around_the_house
window,šubbaak,شبّاك,vocabulary_from_around_the_house
windows,šabaabiik,شبابيك,vocabulary_from_around_the_house
curtain/blinds,sitaara,ستارة,vocabulary_from_around_the_house
curtain/blinds,sataa'ir,ستائر,vocabulary_from_around_the_house
remote control,Haakim 3an bo3d,حاكم عن بعد,vocabulary_from_around_the_house
telephone,tilifoon,تلفون,vocabulary_from_around_the_house
telephones,tilifoonaat,تلفونات,vocabulary_from_around_the_house
lamp,miSbaaH,مصباح,vocabulary_from_around_the_house
lamps,maSaabiiH,مصابيح,vocabulary_from_around_the_house
light,nuur,نور,vocabulary_from_around_the_house
lights,anwaar,انوار,vocabulary_from_around_the_house
candle,šam3a,شمعة,vocabulary_from_around_the_house
candles,šam3aat,شمعات,vocabulary_from_around_the_house
chandelier,turayya,ثرية,vocabulary_from_around_the_house
chandeliers,turayyaat,ثريات,vocabulary_from_around_the_house
carpet,sajjaada,سجّادة,vocabulary_from_around_the_house
carpets,sajjaad,سجّاد,vocabulary_from_around_the_house
carpet ,moket,موكيت,vocabulary_from_around_the_house
tile ,balaaT,بلاط,vocabulary_from_around_the_house
tile ,'išaani,قيشاني,vocabulary_from_around_the_house
fan,mirwaHa,مروحة,vocabulary_from_around_the_house
fans,maraawiH,مراوح,vocabulary_from_around_the_house
heater,daffaaya,دفّاية,vocabulary_from_around_the_house
heaters,daffaayaat,دفّايات,vocabulary_from_around_the_house
cigarette lighter,qaddaaHa,قداحة,vocabulary_from_around_the_house
broom,miqašša,مقشّة,vocabulary_from_around_the_house
brooms,miqaššaat,مقشّات,vocabulary_from_around_the_house
mop,mimsaHa,ممسحة,vocabulary_from_around_the_house
mops,mamaasiH,مماسح,vocabulary_from_around_the_house
sponge,safanj,سفنج,vocabulary_from_around_the_house
sponges,sifingaat,سفنجات,vocabulary_from_around_the_house
clothes pin,mišbak,مشبك,vocabulary_from_around_the_house
clothes pins,mašaabiik,بشابيك,vocabulary_from_around_the_house
clothes drying rack,manšafa,منشفة,vocabulary_from_around_the_house
clothes drying racks,manaašif,مناشف,vocabulary_from_around_the_house
scissors,miqaSS,مقصّ,vocabulary_from_around_the_house
scissors,maqaaSS,مقاصّ,vocabulary_from_around_the_house
bedroom,ġurfat noom,غرفة نوم,vocabulary_from_around_the_house
bed,sariir,سرير,vocabulary_from_around_the_house
beds,saraa'ir,سرائر,vocabulary_from_around_the_house
mattress,martaba,مرتبة,vocabulary_from_around_the_house
mattresses,maraatib,مراتب,vocabulary_from_around_the_house
bedsheet,milaa'a,ملائة,vocabulary_from_around_the_house
bedsheets,milaa'iaat,ملائات,vocabulary_from_around_the_house
blanket,baTTaniyya,بطّانية,vocabulary_from_around_the_house
blankets,baTaaTiin,بطاطين,vocabulary_from_around_the_house
quilt,liHaaf,لحاف,vocabulary_from_around_the_house
quilts,luHuf,لحف,vocabulary_from_around_the_house
pillow,mixadda,مخدّة,vocabulary_from_around_the_house
pillows,maxaadd,مخادّ,vocabulary_from_around_the_house
 clock,saa3a ,ساعة ,vocabulary_from_around_the_house
closet,xizaana,خزانة,vocabulary_from_around_the_house
closets,xazaa’in milaabis,خزائن ملابس,vocabulary_from_around_the_house
closet,duulaab,دولاب,vocabulary_from_around_the_house
closets,dawaaliib,دواليب,vocabulary_from_around_the_house
clothes hanger,3allaaqa,علاقة,vocabulary_from_around_the_house
clothes hangers,3allaaqaat tiyaab,علاقات ثياب,vocabulary_from_around_the_house
mirror,miraah,مرآة,vocabulary_from_around_the_house
mirrors,miraaya,مرايا,vocabulary_from_around_the_house
desk,maktab,مكتب,vocabulary_from_around_the_house
desks,makaatib,مكاتب,vocabulary_from_around_the_house
drawer,durj,درج,vocabulary_from_around_the_house
drawers,adraaj,أدراج,vocabulary_from_around_the_house
shelf,raff,رفّ,vocabulary_from_around_the_house
shelves,rufuuf,رفوف,vocabulary_from_around_the_house
nightstand,kumudiinu,كمدينو,vocabulary_from_around_the_house
nightstands,kumudiinuhaat,كمدينوهات,vocabulary_from_around_the_house
dresser,tasriiHa,تسريحة,vocabulary_from_around_the_house
dressers,tasriiHaat,تسريحات,vocabulary_from_around_the_house
nightlight,lamba sahhaari,لمبة سهّاري,vocabulary_from_around_the_house
comb,mušT,مشط,vocabulary_from_around_the_house
combs,amšaaT,امشاط,vocabulary_from_around_the_house
brush,furšaah,فرشاة,vocabulary_from_around_the_house
brushes,furaš,فرش,vocabulary_from_around_the_house
bathroom,Hammaam,حمّام,vocabulary_from_around_the_house
bathrooms,Hammaamaat,حمّامات,vocabulary_from_around_the_house
shower,duuš,دوش,vocabulary_from_around_the_house
showers,duušaat,دوشات,vocabulary_from_around_the_house
toilet paper,waraq tuwalitt,مرق تواليت,vocabulary_from_around_the_house
sink,maġsala,مغسلة,vocabulary_from_around_the_house
sinks,maġaasil,مغاسل,vocabulary_from_around_the_house
faucet,Sunbuur,صنبور,vocabulary_from_around_the_house
faucets,Sanaabiir,صنابير,vocabulary_from_around_the_house
towel,minšafa,منشفة,vocabulary_from_around_the_house
towels,manaašif,مناشف,vocabulary_from_around_the_house
 towel,baškiir,بشكير,vocabulary_from_around_the_house
 towels,bašaakiir,بشاكير,vocabulary_from_around_the_house
shampoo,šaambuu,شامبو,vocabulary_from_around_the_house
sponge,luufa,لوفة,vocabulary_from_around_the_house
toothbrush,furšaat asnaan,فرشاة اسنان,vocabulary_from_around_the_house
toothpaste,ma3juun asnaan,معجون اسنان,vocabulary_from_around_the_house
razor,šafra,شفرة,vocabulary_from_around_the_house
razors,šafaraat Hilaaqa,شفرات حلاقة,vocabulary_from_around_the_house
shaving cream,Sabuun Hilaaqa,صابون حلاقة,vocabulary_from_around_the_house
washing machine,ġassaala,غسّالة,vocabulary_from_around_the_house
washing machines,ġassaalaat,غسّالات,vocabulary_from_around_the_house
iron,mikwaah,مكواة,vocabulary_from_around_the_house
irons,makaawin,مكاوٍ,vocabulary_from_around_the_house
makeup,maakiyaaž,ماكياج,vocabulary_from_around_the_house
powder,buudra,بودرة,vocabulary_from_around_the_house
eyeshadow,Zill,ظلّ,vocabulary_from_around_the_house
dining room,ġurfat Ta3aam,غرفة طعام,vocabulary_from_around_the_house
dining table,maa'ida,مائدة,vocabulary_from_around_the_house
dish,Tabaq,طبق,vocabulary_from_around_the_house
dishes,aTbaaq,أطباق,vocabulary_from_around_the_house
bowl,zabdiya,زبدية,vocabulary_from_around_the_house
bowls,zabaadiy,زبادي,vocabulary_from_around_the_house
fork,šooka,شوكة,vocabulary_from_around_the_house
forks,šuwak,شوك,vocabulary_from_around_the_house
spoon,mil3aqa,ملعقة,vocabulary_from_around_the_house
spoons,malaa3iq,ملاعق,vocabulary_from_around_the_house
knife,sikkiin,سكّين,vocabulary_from_around_the_house
knives,sakaakiin,سكاكين,vocabulary_from_around_the_house
cup,kuub,كوب,vocabulary_from_around_the_house
cups,akwaab,اكواب,vocabulary_from_around_the_house
coffee cup,finjaan,فنجان,vocabulary_from_around_the_house
coffee cups,fanaajiin,فناجين,vocabulary_from_around_the_house
straw,šaffaaTa,شفّاطة,vocabulary_from_around_the_house
straws,šaffaaTaat,شفّاطاتّ,vocabulary_from_around_the_house
jug,ibriiq,إبريق,vocabulary_from_around_the_house
jugs,abaariiq,اباريق,vocabulary_from_around_the_house
bottle,zujaaja,زجاجة,vocabulary_from_around_the_house
bottles,zujaajaat,زجاجات,vocabulary_from_around_the_house
 napkin,mandiil,منديل,vocabulary_from_around_the_house
 napkins,manaadiil waraq,مناديل ورق,vocabulary_from_around_the_house
toothpick,3uud asnaan,عود أسنان,vocabulary_from_around_the_house
kitchen,maTbax,مطبخ,vocabulary_from_around_the_house
kitchens,maTaabix,مطابخ,vocabulary_from_around_the_house
dishwasher,ġassaalat SuHuun,غسّالة صحون,vocabulary_from_around_the_house
fridge,tallaaja,ثلاجة,vocabulary_from_around_the_house
fridges,tallaajaat,ثلاجات,vocabulary_from_around_the_house
oven,furn,فرن,vocabulary_from_around_the_house
ovens,afraan,افران,vocabulary_from_around_the_house
stove,mawqid,موقد,vocabulary_from_around_the_house
stoves,mawaaqid,مواقد,vocabulary_from_around_the_house
flame ,šu3la,شعلة,vocabulary_from_around_the_house
flame s,šu3alaat,شعلات,vocabulary_from_around_the_house
matches,tiqaab,ثقاب,vocabulary_from_around_the_house
pot,qidra,قدرة,vocabulary_from_around_the_house
pots,quduur,قدور,vocabulary_from_around_the_house
frying pan,qallaaya,قلاية,vocabulary_from_around_the_house
mixer/blender,xallaaT,خلاط,vocabulary_from_around_the_house
mixer/blenders,xallaaTaat,خلاطات,vocabulary_from_around_the_house
strainer,miSfaah,مصفاة,vocabulary_from_around_the_house
strainers,maSaafin,مصاف,vocabulary_from_around_the_house
tool,adaah,أداة,vocabulary_from_around_the_house
tools,adawaat,أدوات,vocabulary_from_around_the_house
hammer,miTraqa,مطرقة,vocabulary_from_around_the_house
hammers,maTaariq,مطارق,vocabulary_from_around_the_house
nail,mismaar,مسمار,vocabulary_from_around_the_house
nails,masaamiir,مسامير,vocabulary_from_around_the_house
screw,burġi,برغي,vocabulary_from_around_the_house
screws,baraaġi,براغي,vocabulary_from_around_the_house
pliers,zaradiyya,زردية,vocabulary_from_around_the_house
pliers,kammaašaat,كمّاشات,vocabulary_from_around_the_house
screwdriver,mifakk,مفك,vocabulary_from_around_the_house
screwdrivers,mifakkaat,مفكات,vocabulary_from_around_the_house
spanner,miftaaH,مفتاح,vocabulary_from_around_the_house
spanners,mafaatiiH,مفاتيح,vocabulary_from_around_the_house
saw,minšaar,منشار,vocabulary_from_around_the_house
saws,manaašiir,مناشير,vocabulary_from_around_the_house
pump,Tulumba,طلمبة,vocabulary_from_around_the_house
pumps,Tulumbaat,طلمبات,vocabulary_from_around_the_house
paint,dihaan,دهان,vocabulary_from_around_the_house
paints,dihaanaat,دهانات,vocabulary_from_around_the_house
glue ,ġiraa',غراء,vocabulary_from_around_the_house
glue,Samġ,صمغ,vocabulary_from_around_the_house
tape,šariiT laSq,شريط لصق,vocabulary_from_around_the_house
ladder,sullam,سلّم,vocabulary_from_around_the_house
ladders,salaalim,سلالم,vocabulary_from_around_the_house
metal,ma3din,معدن,vocabulary_from_around_the_house
metals,ma3aadin,معادن,vocabulary_from_around_the_house
material,maadda,مادة,vocabulary_from_around_the_house
materials,mawaadd,مواد,vocabulary_from_around_the_house
copper,nuHaas,نحاس,vocabulary_from_around_the_house
iron,Hadiid,حديد,vocabulary_from_around_the_house
steel,Sulb,صلب,vocabulary_from_around_the_house
marble,ruxaam,رخام,vocabulary_from_around_the_house
to turn on (a light,walla3 - yiwalla3 ,ولّع - يولّع ,vocabulary_from_around_the_house
to turn off,Tafa - yiTfi ,طفى - يطفي,vocabulary_from_around_the_house
war,Harb,حرب,war
wars,Huruub ,حروب,war
civil war,Harb ahliyya,حرب أهلية,war
revolution,tawra,ثورة,war
revolutions,tawraat,ثورات,war
coup,inqilaab,انقلاب,war
bloodless coup,inqilaab abyaD,انقلاب أبيض,war
conflict,Siraa3,صراع,war
strife,nizaa3,نزاع,war
fight,niDaal,نضال,war
resistance,muqaawama,مقاومة,war
insurrection,3iSyaan,عصيان,war
rebellion,tamarrud,تمرّد,war
military ,3askari,عسكري,war
alliance,Hilf,حلف,war
alliances,aHlaaf,أحلاف,war
ally,Haliif,حليف,war
allies,Hulafaa',حلفاء,war
defense ,difaa3 3an,دفاع عن,war
pre-emptive strike,Darba wiqaa'iyya,ضربة وقائية,war
occupation,iHtilaal,احتلال,war
weapon,silaaH,سلاح,war
weapons,asliHa,أسلحة,war
machine gun,raššaaš,رشاش,war
machine guns,raššaašaat,رشاشات,war
heavy,taqiil,ثقيل,war
light,xafiif,خفيف,war
rifle,bunduqiyya,بندقية,war
rifles,banaadiq,بنادق,war
sniper rifle,bunduqiyya qannaaSa,بندقية قناصة,war
pistol,musaddas,مسدس,war
pistols,musaddasaat,مسدسات,war
sword,seif,سيف,war
swords,suyuuf,سيوف,war
spear,rumH,رمح,war
spears,rimaaH,رماح,war
bullet,raSaaSa,رصاصة,war
bullets,ruSuuS,رصوص,war
rubber bullets,raSaaS maTTaaTi,رصاص مطاطي,war
live ammunition,raSaaS Hayy,رصاص حي,war
weapons that are not firearms (e.g. knives,asliHa beiDaa' ,أسلحة بيضاء,war
baton,hiraawa,هراوة,war
batons,hiraawaat,هراوات,war
firearm,silaaH naari,سلاح ناري,war
medium-range weapons,asliHa mutawassiTa,أسلحة متوسطة,war
nuclear weapons,asliHa nawawiyya,أسلحة نووية,war
chemical weapons,asliHa kiimaawiyya,أسلحة كيماوية,war
atomic bomb,qunbula darriyya,قنبلة ذرية,war
smart bomb,qunbula dakiyya,قنبلة ذكية,war
cluster bomb,qunbula 3unquudiyya,قنبلة عنقودية,war
land mine,laġam arDi,لغم أرضي,war
land mines,alġaam arDiyya,ألغام أرضية,war
mortar,haawun,هاون,war
mortars,hawaawiin,هواوين,war
bomb,qunbula,قنبلة,war
bombs,qanaabil,قنابل,war
Molotov cocktail,3ubuuwa naasifa,عبوة ناسفة,war
car bomb,sayyaara mufaxxaxa,سيارة مفخخة,war
missile,qadiifa,قذيفة,war
missiles,qadaa'if,قذائف,war
missile,Saaruux,صاروخ,war
missiles,Sawaariix,صواريخ,war
bombing,qaSf,قصف,war
explosion,infijaar,انفجار,war
explosions,infijaaraat,انفجارات,war
explosive ,mutafajjir,متفجر,war
explosive,mufarqi3a,مفرقعة,war
explosives,mufarqi3aat,مفرقعات,war
battle,ma3raka,معركة,war
battles,ma3aarik,معارك,war
clash,ištibaak,اشتباك,war
clashes,ištibaakaat,اشتباكات,war
attack,hujuum,هجوم,war
attack,i3tidaa',اعتداء,war
attacks,i3tidaa'aat,اعتداءات,war
ambush,kamiin,كمين,war
ambushes,kumanaa',كمناء,war
raid,ġaara,غارة,war
raids,ġaaraat 3ala,غارات على,war
aggression,3udwaan 3ala,عدوان على,war
siege,HiSaar,حصار,war
invasion,ġazw,غزو,war
incursion,tawaġġul fi,توغل في,war
injury,jurH,جرح,war
injuries,jiraaH,جراح,war
injured,jariiH,جريح,war
injureds,jarHa,جرحى,war
killed,qatiil,قتيل,war
killeds,qatla,قتلى,war
to meet one's death,laqiya Hatfahu/maSra3ahu,لقى حتفه | مصرعه,war
death,wafaah/moot/Hatf/maSra3,وفاة | موت | حتف | مصرع,war
martyr,šahiid,شهيد,war
martyrs,šuhadaa',شهداء,war
civilian,madani,مدني,war
civilians,madaniyuun,مدنيون,war
unarmed,a3zal,أعزل,war
unarmeds,3uzl,عزل,war
corpse,jutta,جثة,war
corpses,jutat,جثث,war
funeral,janaaza,جنازة,war
funerals,janaazaat,جنازات,war
graveyard,jabbaana,جبانة,war
graveyards,jabbaanaat,جبانات,war
grave,qabr,قبر,war
graves,qubuur,قبور,war
deceased,marHuum,مرحوم,war
late lamented,ma'suuf,مأسوف,war
departed ,raaHil,راحل,war
army,jeiš,جيش,war
armies,juyuuš,جيوش,war
 forces,quwwaat musallaHa,قوات ,war
air force,quwwaat jawwiyya,قوات جوية,war
regiment,fawj,فوج,war
regiments,afwaaj,أفواج,war
tank,dabbaaba,دبابة,war
tanks,dabbaabaat,دبابات,war
armored car,mudarra3a,مدرّعة,war
armored cars,mudarra3aat,مدرّعات,war
gunman,musallaH,مسلح,war
gunmen,musallaHuun,مسلحون,war
rank,rutba,رتبة,war
ranks,rutab,رتب,war
soldier,jundi,جندي,war
soldiers,junuud,جنود,war
officer,DaabiT,ضابط,war
officers,DubbaaT,ضباط,war
sniper,qannaaS,قناص,war
snipers,qanaaSa,قناصة,war
commando,miġwaar,مغوار,war
commandos,maġaawiir,مغاوير,war
private,3askari,عسكري,war
corporal,3ariif,عريف,war
sergeant,raqiib,رقيب,war
lieutenant,mulaazim,ملازم,war
major,raa'id,رائد,war
colonel,3aqiid,عقيد,war
brigadier general,3amiid,عميد,war
general,liwaa',لواء,war
enemy,3aduuww,عدو,war
enemies,a3daa',أعداء,war
defeat,haziima,هزيمة,war
defeats,hazaa'im,هزائم,war
loss,xusaara,خسارة,war
victory,naSr,نصر,war
victory,intiSaar,انتصار,war
victories,intiSaaraat,انتصارات,war
treaty; charter,miitaaq,ميثاق,war
treaty; charters,mawaatiiq,مواثيق,war
treaty,mu3aahada,معاهدة,war
treaties,mu3aahadaat,معاهدات,war
treaty; agreement,ittifaaqiyya,اتفاقية,war
treaty; agreements,ittifaaqiyyaat,اتفاقيات,war
agreement,ittifaaq,اتفاق,war
agreements,ittifaaqaat,اتفاقات,war
armistice,hudna,هدنة,war
armistices,hudanaat,هدنات,war
solution,Hall,حل,war
solutions,Huluul,حلول,war
compromise,Hall wasaT,حل وسط,war
negotiations,mufaawaDaat,مفاوضات,war
talks,muHaadataat,محادثات,war
dialogue,Hiwaar,حوار,war
mediator,wasiiT,وسيط,war
mediators,wusaTaa',وسطاء,war
job,waZiifa,وظيفة,work_and_money
jobs,waZaa'if,وظائف,work_and_money
profession,mihna,مهنة,work_and_money
professions,mihan,مهن,work_and_money
work,3amal,عمل,work_and_money
employment,tawZiif,توظيف,work_and_money
resume,siira daatiyya,سيرة,work_and_money
resumes,siyar daatiyya,سير ذاتية,work_and_money
qualifications,mu'ahhilaat,مؤهلات,work_and_money
experience,xibra,خبرة,work_and_money
job vacancy,waZiifa šaaġira/xaaliya,وظيفة شاغرة/خالية,work_and_money
interview,muqaabala šaxSiyya,مقابلة شخصية,work_and_money
promotion,tarqiyya,ترقية,work_and_money
raise,3elaawa,علاوة,work_and_money
raises,3elaawaat,علاوات,work_and_money
salary,murattab,مرتب,work_and_money
salaries,murattabaat,مرتبات,work_and_money
income,daxl,دخل,work_and_money
 salary,mahiyya,ماهية,work_and_money
 salaries,mahiyyaat,ماهيات,work_and_money
living,rizq,رزق,work_and_money
livings,arzaaq,أرزاق,work_and_money
pension,ma3aaš,معاش,work_and_money
time to leave work,mii3aad/wa't il-inSiraaf,ميعاد | وقت الانصراف,work_and_money
boss,mudiir,مدير,work_and_money
colleague,zamiil,زميل,work_and_money
colleagues,zumalaa',زملاء,work_and_money
office; desk,maktab,مكتب,work_and_money
office; desks,makaatib,مكاتب,work_and_money
shredder,farraaama,فرامة,work_and_money
shredders,farraamaat,فرامات,work_and_money
money,maal,مال,work_and_money
monies,amwaal,أموال,work_and_money
counterfeit,muzayyaf,مزيّف,work_and_money
cash,naqd,نقد,work_and_money
cash,nuquud,نقود,work_and_money
check,šek,شيك,work_and_money
checks,šekaat,شيكات,work_and_money
account,Hisaab,حساب,work_and_money
accounts,Hisaabaat,حسابات,work_and_money
savings account,Hisaab tawfiir,حساب توفير,work_and_money
checking account,Hisaab jaari,حساب جاري,work_and_money
to save (accumulate money,Hawwiš - yiHawwiš ,حوّش - يحوّش ,work_and_money
loan,qarD,قرض,work_and_money
loans,quruuD,قروض,work_and_money
debt,dein,دين,work_and_money
debts,duyuun,ديون,work_and_money
credit card,biTaaqat i'timaan,بطاقة ائتمان,work_and_money
allowance,3elaawa,علاوة,work_and_money
allowances,3elaawaat,ملاوات,work_and_money
accountant,muHaasib,محاسب,work_and_money
administrator,idaari,اداري,work_and_money
agent,wakiil,وكيل,work_and_money
agents,wukalaa',وكلاء,work_and_money
air stewardess,muDiif jawwi,مضيف جوي,work_and_money
analyst,muHallil,محلل,work_and_money
architect,mi3maar,معمار,work_and_money
artist,fannaan,فنان,work_and_money
assistant,musaa3id,مساعد,work_and_money
astrologer,munajjim,منجم,work_and_money
astronaut,raa'id faDaa',رائد فضاء,work_and_money
athlete,riyaaDi,رياضي,work_and_money
baker,xabbaaz,خباز,work_and_money
barber,Hallaaq,حلاق,work_and_money
blacksmith,Haddaad,حداد,work_and_money
businessman,rajul a3maal,رجل أعمال,work_and_money
businessmen,rijaal a3maal,رجال أعمال,work_and_money
butcher,jazzaar,جزار,work_and_money
carpenter,najjaar,نجار,work_and_money
cashier; bank teller,Seirafi,صيرفي,work_and_money
cashier; bank tellers,Sayaarifa,صيارفة,work_and_money
chemist,kiimiyaa'i,كيميائي,work_and_money
coach,mudarrib,مدرب,work_and_money
computer programmer,mubarmij Haasuubaat,مبرمج حاسوبات,work_and_money
contractor,muqaawil,مقاول,work_and_money
cook,Tabbaax,طباخ,work_and_money
critics,nuqqaad,نقاد,work_and_money
dancer,raqqaaS,رقاص,work_and_money
dentist,Tabiib asnaan,طبيب اسنان,work_and_money
designer,muSammim,مصمم,work_and_money
diplomat,dibloomaasi,دبلوماسي,work_and_money
director,mudiir,مدير,work_and_money
directors,mudaraa',مدراء,work_and_money
director ,muxrij,مخرج,work_and_money
doctors,aTibaa',أطباء,work_and_money
doorman,bawwaab,بواب,work_and_money
editor,muHarrir,محرر,work_and_money
electrician,kahrubaa'i,كهربائي,work_and_money
electricians,kahrubaa'iyya,كهربائية,work_and_money
employee,muwaZZaf,موظف,work_and_money
engineer,muhandis,مهندس,work_and_money
expert,xabiir,خبير,work_and_money
experts,xubaraa',خبراء,work_and_money
farmer,muzaari3,مزارع,work_and_money
financial advisor,mustašaar maali,مستشار مالي,work_and_money
fireman,rajul maTaafi',رجل مطافئ,work_and_money
guard,Haaris,حارس,work_and_money
guards,Hurraas,حراس,work_and_money
hairdresser,muSaffif ša3r,مصفف شعر,work_and_money
historian,mu'arrix,مؤرخ,work_and_money
inspector,mufattiš,مفتش,work_and_money
inventor,muxtari3,مخترع,work_and_money
jeweler,jawharji,جوهرجي,work_and_money
jewelers,gawahirgiyya,جوهرجية,work_and_money
journalist,SuHafi,صحفي,work_and_money
librarian,amiin maktaba,أمين مكتبة,work_and_money
maid,xaddaama,خدامة,work_and_money
marketer,musawwiq,مسوق,work_and_money
mechanic,miikaaniki,ميكانيكي,work_and_money
mechanics,mikaniikiyya,ميكانيكية,work_and_money
merchant,taajir,تاجر,work_and_money
merchants,tujjaar,تجار,work_and_money
model,3aariD azyaa',عارض أزياء,work_and_money
musician,muusiiqaar,موسيقار,work_and_money
nanny,murabbiyyat aTfaal,مربية أطفال,work_and_money
nurse,mumarriD,ممرض,work_and_money
officer,ZaabiT,ضابط,work_and_money
officers,ZubbaaT,ضباط,work_and_money
pharmacist,Saydali,صيدلي,work_and_money
pharmacists,Sayadla,صيدلة,work_and_money
pilot,Tayyaar,طيار,work_and_money
plumber,sabbaak,سباك,work_and_money
policeman,šurTi,شرطي,work_and_money
politician,siyaasi,سياسي,work_and_money
psychologist,3aalim nafsaani,عالم نفساني,work_and_money
professor,ustaad,استاذ,work_and_money
professors,asaatida,أساتذة,work_and_money
sailor,baHHaar,بحار,work_and_money
sailors,baHHaara,بحارة,work_and_money
salesman,baa'i3,بائع,work_and_money
scientist,3aalim,عالم,work_and_money
scientists,3ulamaa',علماء,work_and_money
servant,xaddaam,خدام,work_and_money
social worker,mušrif ijtimaa3i,مشرف اجتماعي,work_and_money
supervisor,muraaqib,مراقب,work_and_money
surgeon,jarraaH,جراح,work_and_money
tailor,xayyaaT,خياط,work_and_money
teacher,mudarris,مدرس,work_and_money
veterinarian,Tabiib beTari,طبيب بيطري,work_and_money
worker,3aamil,عامل,work_and_money
workers,3ummaal,عمال,work_and_money
